Step,Action,Reasoning,Observation,Reward,Done
0,look,"To complete the task, I first need to find the recipe, which is likely in the cookbook. The cookbook's location is unknown, so I'll have to explore the rooms to find it. Once I have the recipe, I'll know what ingredients I need and how to prepare them. I'll then gather the required ingredients, process them as needed (chopping, slicing, dicing), and cook them according to the recipe. Since I'm currently in a supermarket, I might find some ingredients here. After preparing all the ingredients, I'll head to the kitchen to combine them into a meal and eat it to win the game. My first step will be to explore the supermarket to see if I can find any ingredients or the cookbook, or if there's a way to access other rooms.","-= Supermarket =-
You're now in a supermarket.

Oh wow! Is that what I think it is? It is! It's a showcase. On the showcase you can make out a block of cheese and a raw white tuna.

There is a closed sliding door leading south.


>                                                                                                                                -= Supermarket =-0/2",0,False
1,open sliding door,,"You open sliding door.


>                                                                                                                                -= Supermarket =-0/3",0,False
2,go south,,"-= Street =-
Well how about that, you are in a place we're calling a street. You can barely contain your excitement.



There is an open sliding door leading north. There is an exit to the east. Don't worry, there is no door.


>                                                                                                                                -= Street =-0/4",0,False
3,go east,,"-= Driveway =-
Ah, the driveway. This is some kind of driveway, really great ordinary vibes in this place, a wonderful ordinary atmosphere. And now, well, you're in it.



There is a closed front door leading east. There is an exit to the west.


>                                                                                                                                -= Driveway =-0/5",0,False
4,open front door,"To complete the task, I need to find the recipe, gather ingredients, process them as needed, cook them according to the recipe, and then eat the meal. First, I'll explore the current location and adjacent rooms to find the cookbook, which likely contains the recipe. After finding the recipe, I'll know what ingredients I need and how to prepare them. I'll gather the required ingredients, which might be found in the supermarket or other rooms. I'll process the ingredients as needed (chopping, slicing, dicing) using a knife, which I'll need to find. Then, I'll cook the ingredients according to the recipe, using the appropriate cooking tool (BBQ, stove, oven). Finally, I'll combine the cooked ingredients into a meal in the kitchen and eat it to win the game. My current location is the driveway, and I see a closed front door leading east, which I'll open to continue exploring.","You open front door.


>                                                                                                                                -= Driveway =-0/6",0,False
5,go east,,"-= Livingroom =-
You're now in a livingroom.

You hear a noise behind you and spin around, but you can't see anything other than a sofa. The sofa appears to be empty.

There is an open front door leading west. You need an exit without a door? You should try going north.


>                                                                                                                                -= Livingroom =-0/7",0,False
6,go north,,"-= Bedroom =-
You've just sauntered into a bedroom.

If you haven't noticed it already, there seems to be something there by the wall, it's a bed. The bed is large. But the thing hasn't got anything on it.

You don't like doors? Why not try going north, that entranceway is not blocked by one. There is an exit to the south. Don't worry, there is no door.


>                                                                                                                                -= Bedroom =-0/8",0,False
7,go north,,"-= Corridor =-
You find yourself in a corridor. A standard one. You begin to take stock of what's in the room.



There is a closed patio door leading west. There is an exit to the east. Don't worry, there is no door. There is an exit to the north. Don't worry, there is no door. There is an exit to the south.


>                                                                                                                                -= Corridor =-0/9",0,False
8,go east,"To complete the task, I need to find the recipe, gather ingredients, process them as needed, cook them according to the recipe, and then eat the meal. First, I'll explore the current location and adjacent rooms to find the cookbook, which likely contains the recipe. The recipe will inform me about the required ingredients and their preparation methods. I'll gather the required ingredients, which might be found in the supermarket or other rooms. I'll process the ingredients as needed (chopping, slicing, dicing) using a knife, which I'll need to find. Then, I'll cook the ingredients according to the recipe, using the appropriate cooking tool (BBQ, stove, oven). Finally, I'll combine the cooked ingredients into a meal in the kitchen and eat it to win the game. Based on my previous observations, I've seen a supermarket, which likely contains ingredients, and I've explored some rooms in a house. My next step will be to continue exploring the house to find the cookbook, kitchen, and other necessary items.","-= Kitchen =-
You arrive in a kitchen. A normal kind of place.

You see a fridge. Were you looking for an oven? Because look over there, it's an oven. You bend down to tie your shoe. When you stand up, you notice a table. But there isn't a thing on it. Oh! Why couldn't there just be stuff on it? You see a counter. On the counter you make out a red apple, a tomato, a red hot pepper, a yellow apple, a raw purple potato, a cookbook and a knife. Look over there! a stove. Unfortunately, there isn't a thing on it.

There is a closed frosted-glass door leading north. You need an exit without a door? You should try going west.


>                                                                                                                                -= Kitchen =-0/10",0,False
9,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
block of cheese
  red apple
  red onion
  white tuna
  yellow onion

Directions:
chop the block of cheese
  fry the block of cheese
  chop the red apple
  grill the red apple
  slice the red onion
  roast the red onion
  slice the white tuna
  fry the white tuna
  slice the yellow onion
  grill the yellow onion
  prepare meal



>                                                                                                                                -= Kitchen =-0/11",0,False
