Step,Action,Reasoning,Observation,Reward,Done
0,14,,"
node: 0, neighbors: [11, 18]
node: 8, neighbors: [11]
node: 10, neighbors: [11]
node: 11, neighbors: [0, 8, 10]
node: 18, neighbors: [0]

current node: 0, target node: 13",-6.0,False
1,11,,"
node: 0, neighbors: [11, 18]
node: 7, neighbors: [10]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 17, neighbors: [8]
node: 18, neighbors: [0]

current node: 11, target node: 13",0,False
2,8,,"
node: 0, neighbors: [11]
node: 1, neighbors: [17]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [11]
node: 11, neighbors: [0, 8, 10]
node: 12, neighbors: [17]
node: 14, neighbors: [17]
node: 17, neighbors: [1, 8, 12, 14]

current node: 8, target node: 13",0,False
3,10,,"
node: 0, neighbors: [11]
node: 1, neighbors: [17]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [11]
node: 11, neighbors: [0, 8, 10]
node: 12, neighbors: [17]
node: 14, neighbors: [17]
node: 17, neighbors: [1, 8, 12, 14]

current node: 8, target node: 13",-6.0,False
4,17,,"
node: 1, neighbors: [6, 17]
node: 3, neighbors: [14]
node: 4, neighbors: [14]
node: 6, neighbors: [1]
node: 8, neighbors: [11, 17]
node: 11, neighbors: [8]
node: 12, neighbors: [15, 17, 19]
node: 14, neighbors: [3, 4, 17]
node: 15, neighbors: [12]
node: 17, neighbors: [1, 8, 12, 14]
node: 19, neighbors: [12]

current node: 17, target node: 13",0,False
5,12,,"
node: 1, neighbors: [17]
node: 8, neighbors: [17]
node: 12, neighbors: [15, 17, 19]
node: 14, neighbors: [17]
node: 15, neighbors: [12]
node: 17, neighbors: [1, 8, 12, 14]
node: 19, neighbors: [12]

current node: 12, target node: 13",0,False
6,19,,"
node: 12, neighbors: [15, 17, 19]
node: 15, neighbors: [12]
node: 17, neighbors: [12]
node: 19, neighbors: [12]

current node: 19, target node: 13",-5,False
7,13,,"
node: 12, neighbors: [15, 17, 19]
node: 15, neighbors: [12]
node: 17, neighbors: [12]
node: 19, neighbors: [12]

current node: 19, target node: 13",-6.0,False
8,12,,"
node: 1, neighbors: [17]
node: 8, neighbors: [17]
node: 12, neighbors: [15, 17, 19]
node: 14, neighbors: [17]
node: 15, neighbors: [12]
node: 17, neighbors: [1, 8, 12, 14]
node: 19, neighbors: [12]

current node: 12, target node: 13",0,False
9,12,,"
node: 1, neighbors: [17]
node: 8, neighbors: [17]
node: 12, neighbors: [15, 17, 19]
node: 14, neighbors: [17]
node: 15, neighbors: [12]
node: 17, neighbors: [1, 8, 12, 14]
node: 19, neighbors: [12]

current node: 12, target node: 13",-6.0,False
10,17,,"
node: 1, neighbors: [6, 17]
node: 3, neighbors: [14]
node: 4, neighbors: [14]
node: 6, neighbors: [1]
node: 8, neighbors: [11, 17]
node: 11, neighbors: [8]
node: 12, neighbors: [15, 17, 19]
node: 14, neighbors: [3, 4, 17]
node: 15, neighbors: [12]
node: 17, neighbors: [1, 8, 12, 14]
node: 19, neighbors: [12]

current node: 17, target node: 13",0,False
11,4,,"
node: 1, neighbors: [6, 17]
node: 3, neighbors: [14]
node: 4, neighbors: [14]
node: 6, neighbors: [1]
node: 8, neighbors: [11, 17]
node: 11, neighbors: [8]
node: 12, neighbors: [15, 17, 19]
node: 14, neighbors: [3, 4, 17]
node: 15, neighbors: [12]
node: 17, neighbors: [1, 8, 12, 14]
node: 19, neighbors: [12]

current node: 17, target node: 13",-6.0,False
12,8,,"
node: 0, neighbors: [11]
node: 1, neighbors: [17]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [11]
node: 11, neighbors: [0, 8, 10]
node: 12, neighbors: [17]
node: 14, neighbors: [17]
node: 17, neighbors: [1, 8, 12, 14]

current node: 8, target node: 13",-5,False
13,11,,"
node: 0, neighbors: [11, 18]
node: 7, neighbors: [10]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 17, neighbors: [8]
node: 18, neighbors: [0]

current node: 11, target node: 13",0,False
14,14,,"
node: 0, neighbors: [11, 18]
node: 7, neighbors: [10]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 17, neighbors: [8]
node: 18, neighbors: [0]

current node: 11, target node: 13",-6.0,False
15,8,,"
node: 0, neighbors: [11]
node: 1, neighbors: [17]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [11]
node: 11, neighbors: [0, 8, 10]
node: 12, neighbors: [17]
node: 14, neighbors: [17]
node: 17, neighbors: [1, 8, 12, 14]

current node: 8, target node: 13",-5,False
16,4,,"
node: 0, neighbors: [11]
node: 1, neighbors: [17]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [11]
node: 11, neighbors: [0, 8, 10]
node: 12, neighbors: [17]
node: 14, neighbors: [17]
node: 17, neighbors: [1, 8, 12, 14]

current node: 8, target node: 13",-6.0,False
17,10,,"
node: 0, neighbors: [11]
node: 1, neighbors: [17]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [11]
node: 11, neighbors: [0, 8, 10]
node: 12, neighbors: [17]
node: 14, neighbors: [17]
node: 17, neighbors: [1, 8, 12, 14]

current node: 8, target node: 13",-6.0,False
18,11,,"
node: 0, neighbors: [11, 18]
node: 7, neighbors: [10]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 17, neighbors: [8]
node: 18, neighbors: [0]

current node: 11, target node: 13",0,False
19,18,,"
node: 0, neighbors: [11, 18]
node: 7, neighbors: [10]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 17, neighbors: [8]
node: 18, neighbors: [0]

current node: 11, target node: 13",-6.0,False
20,10,,"
node: 0, neighbors: [11]
node: 5, neighbors: [7]
node: 7, neighbors: [5, 10, 13]
node: 8, neighbors: [11]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 13, neighbors: [7]

current node: 10, target node: 13",0,False
21,7,,"
node: 2, neighbors: [5]
node: 5, neighbors: [2, 7]
node: 7, neighbors: [5, 10, 13]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [10]
node: 13, neighbors: [7]

current node: 7, target node: 13",0,False
22,3,,"
node: 2, neighbors: [5]
node: 5, neighbors: [2, 7]
node: 7, neighbors: [5, 10, 13]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [10]
node: 13, neighbors: [7]

current node: 7, target node: 13",-6.0,False
23,7,,"
node: 2, neighbors: [5]
node: 5, neighbors: [2, 7]
node: 7, neighbors: [5, 10, 13]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [10]
node: 13, neighbors: [7]

current node: 7, target node: 13",-6.0,False
24,10,,"
node: 0, neighbors: [11]
node: 5, neighbors: [7]
node: 7, neighbors: [5, 10, 13]
node: 8, neighbors: [11]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 13, neighbors: [7]

current node: 10, target node: 13",-5,False
25,5,,"
node: 0, neighbors: [11]
node: 5, neighbors: [7]
node: 7, neighbors: [5, 10, 13]
node: 8, neighbors: [11]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 13, neighbors: [7]

current node: 10, target node: 13",-6.0,False
26,11,,"
node: 0, neighbors: [11, 18]
node: 7, neighbors: [10]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 17, neighbors: [8]
node: 18, neighbors: [0]

current node: 11, target node: 13",-5,False
27,18,,"
node: 0, neighbors: [11, 18]
node: 7, neighbors: [10]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 17, neighbors: [8]
node: 18, neighbors: [0]

current node: 11, target node: 13",-6.0,False
28,7,,"
node: 0, neighbors: [11, 18]
node: 7, neighbors: [10]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 17, neighbors: [8]
node: 18, neighbors: [0]

current node: 11, target node: 13",-6.0,False
29,19,,"
node: 0, neighbors: [11, 18]
node: 7, neighbors: [10]
node: 8, neighbors: [11, 17]
node: 10, neighbors: [7, 11]
node: 11, neighbors: [0, 8, 10]
node: 17, neighbors: [8]
node: 18, neighbors: [0]

current node: 11, target node: 13",-6.0,True
