Step,Action,Reasoning,Observation,Reward,Done
0,look,,"-= Bedroom =-
Well, here we are in a bedroom. I guess you better just go and list everything you see here.

If you haven't noticed it already, there seems to be something there by the wall, it's a bed. The bed is large. But the thing is empty, unfortunately.

You don't like doors? Why not try going east, that entranceway is not blocked by one. You don't like doors? Why not try going north, that entranceway is not blocked by one.


>                                                                                                                                -= Bedroom =-0/2",0,False
1,go east,,"-= Livingroom =-
Wow! You're in a livingroom. You begin to take stock of what's here.

As if things weren't amazing enough already, you can even see a sofa. The sofa is comfy. The sofa appears to be empty.

There is a closed front door leading east. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.


>                                                                                                                                -= Livingroom =-0/3",0,False
2,go south,,"-= Kitchen =-
You've entered a kitchen.

You bend down to tie your shoe. When you stand up, you notice a fridge. The light flickers for a second, but nothing else happens. You scan the room for an oven, and you find an oven. You make out a table! You see a cookbook on the table. You scan the room for a counter, and you find a counter. The counter is vast. On the counter you can make out a knife. You see a stove. The stove is conventional. However, the stove, like an empty stove, has nothing on it. Oh! Why couldn't there just be stuff on it?

There is a closed frosted-glass door leading south. There is an exit to the north.


>                                                                                                                                -= Kitchen =-0/4",0,False
3,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
green hot pepper
  orange bell pepper
  tomato
  white tuna
  yellow apple

Directions:
slice the green hot pepper
  fry the green hot pepper
  dice the orange bell pepper
  grill the orange bell pepper
  chop the tomato
  fry the tomato
  slice the white tuna
  fry the white tuna
  dice the yellow apple
  fry the yellow apple
  prepare meal



>                                                                                                                                -= Kitchen =-0/5",0,False
4,take knife,,"You take the knife from the counter.


>                                                                                                                                -= Kitchen =-0/6",0,False
5,examine green hot pepper,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/6",0,False
6,take ... from ...,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/6",0,False
7,go north,,"-= Livingroom =-
Wow! You're in a livingroom. You begin to take stock of what's here.

As if things weren't amazing enough already, you can even see a sofa. The sofa is comfy. The sofa appears to be empty.

There is a closed front door leading east. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.


>                                                                                                                                -= Livingroom =-0/7",0,False
8,examine sofa,,"The sofa is an unstable piece of junk.


>                                                                                                                                -= Livingroom =-0/8",0,False
9,go west,,"-= Bedroom =-
Well, here we are in a bedroom. I guess you better just go and list everything you see here.

If you haven't noticed it already, there seems to be something there by the wall, it's a bed. The bed is large. But the thing is empty, unfortunately.

You don't like doors? Why not try going east, that entranceway is not blocked by one. You don't like doors? Why not try going north, that entranceway is not blocked by one.


>                                                                                                                                -= Bedroom =-0/9",0,False
10,go east,,"-= Livingroom =-
Wow! You're in a livingroom. You begin to take stock of what's here.

As if things weren't amazing enough already, you can even see a sofa. The sofa is comfy. The sofa appears to be empty.

There is a closed front door leading east. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.


>                                                                                                                                -= Livingroom =-0/10",0,False
11,take sofa,,"That's fixed in place.



>                                                                                                                                -= Livingroom =-0/11",0,False
12,go south,,"-= Kitchen =-
You've entered a kitchen.

You bend down to tie your shoe. When you stand up, you notice a fridge. The light flickers for a second, but nothing else happens. You scan the room for an oven, and you find an oven. You make out a table! You see a cookbook on the table. You scan the room for a counter, and you find a counter. The counter is vast. But there isn't a thing on it. Aw, here you were, all excited for there to be things on it! You see a stove. The stove is conventional. However, the stove, like an empty stove, has nothing on it. Oh! Why couldn't there just be stuff on it?

There is a closed frosted-glass door leading south. There is an exit to the north.


>                                                                                                                                -= Kitchen =-0/12",0,False
13,examine counter,,"The counter is balanced.


>                                                                                                                                -= Kitchen =-0/13",0,False
14,take knife,,"You already have that.



>                                                                                                                                -= Kitchen =-0/14",0,False
15,go north,,"-= Livingroom =-
Wow! You're in a livingroom. You begin to take stock of what's here.

As if things weren't amazing enough already, you can even see a sofa. The sofa is comfy. The sofa appears to be empty.

There is a closed front door leading east. There is an exit to the south. Don't worry, there is no door. There is an exit to the west. Don't worry, there is no door.


>                                                                                                                                -= Livingroom =-0/15",0,False
16,examine fridge,,"You can't see any such thing.

>                                                                                                                                -= Livingroom =-0/15",0,False
17,go south,,"-= Kitchen =-
You've entered a kitchen.

You bend down to tie your shoe. When you stand up, you notice a fridge. The light flickers for a second, but nothing else happens. You scan the room for an oven, and you find an oven. You make out a table! You see a cookbook on the table. You scan the room for a counter, and you find a counter. The counter is vast. But there isn't a thing on it. Aw, here you were, all excited for there to be things on it! You see a stove. The stove is conventional. However, the stove, like an empty stove, has nothing on it. Oh! Why couldn't there just be stuff on it?

There is a closed frosted-glass door leading south. There is an exit to the north.


>                                                                                                                                -= Kitchen =-0/16",0,False
18,examine fridge,,"The fridge looks durable. It is closed.


>                                                                                                                                -= Kitchen =-0/17",0,False
19,take green hot pepper from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/17",0,False
20,open fridge,,"You open the fridge.


>                                                                                                                                -= Kitchen =-0/18",0,False
21,take green hot pepper from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/18",0,False
22,look,,"-= Kitchen =-
You've entered a kitchen.

You bend down to tie your shoe. When you stand up, you notice a fridge. The light flickers for a second, but nothing else happens. Empty! What kind of nightmare TextWorld is this? You scan the room for an oven, and you find an oven. You make out a table! You see a cookbook on the table. You scan the room for a counter, and you find a counter. The counter is vast. But there isn't a thing on it. Aw, here you were, all excited for there to be things on it! You see a stove. The stove is conventional. However, the stove, like an empty stove, has nothing on it. Oh! Why couldn't there just be stuff on it?

There is a closed frosted-glass door leading south. There is an exit to the north.


>                                                                                                                                -= Kitchen =-0/19",0,False
23,take green pepper,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/19",0,False
24,examine fridge,,"The fridge looks durable. It is open.


>                                                                                                                                -= Kitchen =-0/20",0,False
25,take green hot pepper,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/20",0,False
26,take green pepper,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/20",0,False
27,take green hot pepper from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/20",0,False
28,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
green hot pepper
  orange bell pepper
  tomato
  white tuna
  yellow apple

Directions:
slice the green hot pepper
  fry the green hot pepper
  dice the orange bell pepper
  grill the orange bell pepper
  chop the tomato
  fry the tomato
  slice the white tuna
  fry the white tuna
  dice the yellow apple
  fry the yellow apple
  prepare meal



>                                                                                                                                -= Kitchen =-0/21",0,False
29,take green hot pepper from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/21",0,False
30,take green hot pepper,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/21",0,False
31,take green hot pepper from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/21",0,False
32,take orange bell pepper,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/21",0,False
33,open fridge,,"That's already open.


>                                                                                                                                -= Kitchen =-0/22",0,False
34,take orange bell pepper,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/22",0,False
35,take orange bell pepper from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/22",0,False
36,take orange bell pepper,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/22",0,False
37,take orange bell pepper from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/22",0,False
38,examine fridge,,"The fridge looks durable. It is open.


>                                                                                                                                -= Kitchen =-0/23",0,False
39,take orange bell pepper from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/23",0,False
40,take orange bell pepper,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/23",0,False
41,take orange bell pepper from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/23",0,False
42,examine fridge,,"The fridge looks durable. It is open.


>                                                                                                                                -= Kitchen =-0/24",0,False
43,take tomato,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/24",0,False
44,take tomato from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/24",0,False
45,take tomato,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/24",0,False
46,examine fridge,,"The fridge looks durable. It is open.


>                                                                                                                                -= Kitchen =-0/25",0,False
47,take tomato from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/25",0,False
48,take tomato,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/25",0,False
49,examine fridge,,"The fridge looks durable. It is open.


>                                                                                                                                -= Kitchen =-0/26",0,False
50,take tomato from fridge,,"You can't see any such thing.

>                                                                                                                                -= Kitchen =-0/26",0,False
51,examine fridge,,"The fridge looks durable. It is open.


>                                                                                                                                -= Kitchen =-0/27",0,False
