Step,Action,Reasoning,Observation,Reward,Done
0,south,,"message:


language observation:
vertical closed door far eastnortheast
vertical wall far east
horizontal wall near southeast
doorway near south
dark area near south
horizontal wall very near north and northeast
vertical wall very near southwest and west
northwest room corner very near northwest
stairs up adjacent north

cursor:
Yourself a healer
(x=22, y=4)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.@.....|                                                   
                    |.......|                                                   
                    |.......|                                                   
                    --.------                                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
1,east,,"message:


language observation:
vertical closed door near eastnortheast
vertical wall near east and west
horizontal wall near southeast and south
southwest corner near southwest
horizontal wall very near north, northeast, and northwest
stairs up adjacent northwest

cursor:
Yourself a healer
(x=23, y=4)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |..@....|                                                   
                    |.......|                                                   
                    |.......|                                                   
                    --.------                                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
2,south,,"message:


language observation:
horizontal wall near north and northeast
vertical closed door near eastnortheast
vertical wall near east and west
northwest room corner near northwest
horizontal wall very near southeast, south, and southwest
stairs up very near northnorthwest

cursor:
Yourself a healer
(x=23, y=5)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.......|                                                   
                    |..@....|                                                   
                    |.......|                                                   
                    --.------                                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
3,east,,"message:


language observation:
horizontal wall near north, northeast, and northwest
vertical closed door near eastnortheast
vertical wall near east and west
dark area near southwest
horizontal wall very near southeast and south
doorway very near southwest
stairs up very near northwest

cursor:
Yourself a healer
(x=24, y=5)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.......|                                                   
                    |...@...|                                                   
                    |.......|                                                   
                    --.------                                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
4,southwest,,"message:


language observation:
horizontal wall near north and northeast
vertical closed door near eastnortheast
vertical wall near east, west, and northwest
stairs up near northnorthwest
dark area very near southwest
horizontal wall adjacent southeast and south
doorway adjacent southwest

cursor:
Yourself a healer
(x=23, y=6)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.......|                                                   
                    |.......|                                                   
                    |..@....|                                                   
                    --.------                                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
5,search,,"message:


language observation:
horizontal wall near north and northeast
vertical closed door near eastnortheast
vertical wall near east, west, and northwest
stairs up near northnorthwest
dark area very near southwest
horizontal wall adjacent southeast and south
doorway adjacent southwest

cursor:
Yourself a healer
(x=23, y=6)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.......|                                                   
                    |.......|                                                   
                    |..@....|                                                   
                    --.------                                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
6,southwest,,"message:


language observation:
vertical closed door far eastnortheast
stairs up near north
horizontal wall near north and northeast
dark area very near south and southwest
vertical wall very near northwest
horizontal wall adjacent east and west
dark area adjacent southeast

cursor:
Yourself a healer
(x=22, y=7)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.......|                                                   
                    |.......|                                                   
                    |.......|                                                   
                    --@------                                                   
                     ##                                                         
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
7,search,,"message:


language observation:
vertical closed door far eastnortheast
stairs up near north
horizontal wall near north and northeast
dark area very near south and southwest
vertical wall very near northwest
horizontal wall adjacent east and west
dark area adjacent southeast

cursor:
Yourself a healer
(x=22, y=7)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.......|                                                   
                    |.......|                                                   
                    |.......|                                                   
                    --@------                                                   
                     ##                                                         
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
8,south,,"message:


language observation:
horizontal wall far north
vertical closed door far eastnortheast
stairs up near north
dark area very near west
doorway adjacent north
horizontal wall adjacent northeast and northwest
dark area adjacent east, southeast, south, and southwest

cursor:
Yourself a healer
(x=22, y=8)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.......|                                                   
                    |.......|                                                   
                    |.......|                                                   
                    --.------                                                   
                     #@                                                         
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
9,search,,"message:


language observation:
horizontal wall far north
vertical closed door far eastnortheast
stairs up near north
dark area very near west
doorway adjacent north
horizontal wall adjacent northeast and northwest
dark area adjacent east, southeast, south, and southwest

cursor:
Yourself a healer
(x=22, y=8)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.......|                                                   
                    |.......|                                                   
                    |.......|                                                   
                    --.------                                                   
                     #@                                                         
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
10,southwest,,"message:
It's solid stone.

language observation:
horizontal wall far north
vertical closed door far eastnortheast
stairs up near north
dark area very near west
doorway adjacent north
horizontal wall adjacent northeast and northwest
dark area adjacent east, southeast, south, and southwest

cursor:
Yourself a healer
(x=22, y=8)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.......|                                                   
                    |.......|                                                   
                    |.......|                                                   
                    --.------                                                   
                     #@                                                         
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
11,north,,"message:


language observation:
vertical closed door far eastnortheast
stairs up near north
horizontal wall near north and northeast
dark area very near south and southwest
vertical wall very near northwest
horizontal wall adjacent east and west
dark area adjacent southeast

cursor:
Yourself a healer
(x=22, y=7)

map:
                                                                                
                    ---------                                                   
                    |.<.....+                                                   
                    |.......|                                                   
                    |.......|                                                   
                    |.......|                                                   
                    --@------                                                   
                     ##                                                         
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:8 Dx:10 Co:13 In:12 Wi:15 Ch:16 Neutral S:0   
Dlvl:1 $:1478 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
